sku,name,quantity,price,supplier,lastRestocked
SKU-02852,Ultra Doohickey,384,22.59,Parts R Us,2024-01-25
SKU-02853,Ultra Thingamajig,401,23.89,Global Widgets,2024-01-26
SKU-02854,Ultra Whatsit,418,25.19,Supply Chain Co,2024-01-27
SKU-02855,Ultra Gizmo,435,26.49,Acme Corp,2024-01-28
SKU-02856,Ultra Component,452,27.79,TechSupply Inc,2024-01-01
SKU-02857,Ultra Part,469,29.09,Parts R Us,2024-01-02
SKU-02858,Ultra Module,486,30.39,Global Widgets,2024-01-03
SKU-02859,Ultra Assembly,53,31.69,Supply Chain Co,2024-01-04
SKU-02860,Mini Widget,70,32.99,Acme Corp,2024-01-05
SKU-02861,Mini Gadget,87,34.29,TechSupply Inc,2024-01-06
SKU-02862,Mini Doohickey,104,5.59,Parts R Us,2024-01-07
SKU-02863,Mini Thingamajig,121,6.89,Global Widgets,2024-01-08
SKU-02864,Mini Whatsit,138,8.19,Supply Chain Co,2024-01-09
SKU-02865,Mini Gizmo,155,9.49,Acme Corp,2024-01-10
SKU-02866,Mini Component,172,10.79,TechSupply Inc,2024-01-11
SKU-02867,Mini Part,189,12.09,Parts R Us,2024-01-12
SKU-02868,Mini Module,206,13.39,Global Widgets,2024-01-13
SKU-02869,Mini Assembly,223,14.69,Supply Chain Co,2024-01-14
SKU-02870,Mega Widget,240,15.99,Acme Corp,2024-01-15
SKU-02871,Mega Gadget,257,17.29,TechSupply Inc,2024-01-16
SKU-02872,Mega Doohickey,274,18.59,Parts R Us,2024-01-17
SKU-02873,Mega Thingamajig,291,19.89,Global Widgets,2024-01-18
SKU-02874,Mega Whatsit,308,21.19,Supply Chain Co,2024-01-19
SKU-02875,Mega Gizmo,325,22.49,Acme Corp,2024-01-20
SKU-02876,Mega Component,342,23.79,TechSupply Inc,2024-01-21
SKU-02877,Mega Part,359,25.09,Parts R Us,2024-01-22
SKU-02878,Mega Module,376,26.39,Global Widgets,2024-01-23
SKU-02879,Mega Assembly,393,27.69,Supply Chain Co,2024-01-24
SKU-02880,Super Widget,410,28.99,Acme Corp,2024-01-25
SKU-02881,Super Gadget,427,30.29,TechSupply Inc,2024-01-26
SKU-02882,Super Doohickey,444,31.59,Parts R Us,2024-01-27
SKU-02883,Super Thingamajig,461,32.89,Global Widgets,2024-01-28
SKU-02884,Super Whatsit,478,34.19,Supply Chain Co,2024-01-01
SKU-02885,Super Gizmo,495,5.49,Acme Corp,2024-01-02
SKU-02886,Super Component,62,6.79,TechSupply Inc,2024-01-03
SKU-02887,Super Part,79,8.09,Parts R Us,2024-01-04
SKU-02888,Super Module,96,9.39,Global Widgets,2024-01-05
SKU-02889,Super Assembly,113,10.69,Supply Chain Co,2024-01-06
SKU-02890,Compact Widget,130,11.99,Acme Corp,2024-01-07
SKU-02891,Compact Gadget,147,13.29,TechSupply Inc,2024-01-08
SKU-02892,Compact Doohickey,164,14.59,Parts R Us,2024-01-09
SKU-02893,Compact Thingamajig,181,15.89,Global Widgets,2024-01-10
SKU-02894,Compact Whatsit,198,17.19,Supply Chain Co,2024-01-11
SKU-02895,Compact Gizmo,215,18.49,Acme Corp,2024-01-12
SKU-02896,Compact Component,232,19.79,TechSupply Inc,2024-01-13
SKU-02897,Compact Part,249,21.09,Parts R Us,2024-01-14
SKU-02898,Compact Module,266,22.39,Global Widgets,2024-01-15
SKU-02899,Compact Assembly,283,23.69,Supply Chain Co,2024-01-16
SKU-02900,Premium Widget,300,24.99,Acme Corp,2024-01-17
SKU-02901,Premium Gadget,317,26.29,TechSupply Inc,2024-01-18
SKU-02902,Premium Doohickey,334,27.59,Parts R Us,2024-01-19
SKU-02903,Premium Thingamajig,351,28.89,Global Widgets,2024-01-20
SKU-02904,Premium Whatsit,368,30.19,Supply Chain Co,2024-01-21
SKU-02905,Premium Gizmo,385,31.49,Acme Corp,2024-01-22
SKU-02906,Premium Component,402,32.79,TechSupply Inc,2024-01-23
SKU-02907,Premium Part,419,34.09,Parts R Us,2024-01-24
SKU-02908,Premium Module,436,5.39,Global Widgets,2024-01-25
SKU-02909,Premium Assembly,453,6.69,Supply Chain Co,2024-01-26
SKU-02910,Standard Widget,470,7.99,Acme Corp,2024-01-27
SKU-02911,Standard Gadget,487,9.29,TechSupply Inc,2024-01-28
SKU-02912,Standard Doohickey,54,10.59,Parts R Us,2024-01-01
SKU-02913,Standard Thingamajig,71,11.89,Global Widgets,2024-01-02
SKU-02914,Standard Whatsit,88,13.19,Supply Chain Co,2024-01-03
SKU-02915,Standard Gizmo,105,14.49,Acme Corp,2024-01-04
SKU-02916,Standard Component,122,15.79,TechSupply Inc,2024-01-05
SKU-02917,Standard Part,139,17.09,Parts R Us,2024-01-06
SKU-02918,Standard Module,156,18.39,Global Widgets,2024-01-07
SKU-02919,Standard Assembly,173,19.69,Supply Chain Co,2024-01-08
SKU-02920,Deluxe Widget,190,20.99,Acme Corp,2024-01-09
SKU-02921,Deluxe Gadget,207,22.29,TechSupply Inc,2024-01-10
SKU-02922,Deluxe Doohickey,224,23.59,Parts R Us,2024-01-11
SKU-02923,Deluxe Thingamajig,241,24.89,Global Widgets,2024-01-12
SKU-02924,Deluxe Whatsit,258,26.19,Supply Chain Co,2024-01-13
SKU-02925,Deluxe Gizmo,275,27.49,Acme Corp,2024-01-14
SKU-02926,Deluxe Component,292,28.79,TechSupply Inc,2024-01-15
SKU-02927,Deluxe Part,309,30.09,Parts R Us,2024-01-16
SKU-02928,Deluxe Module,326,31.39,Global Widgets,2024-01-17
SKU-02929,Deluxe Assembly,343,32.69,Supply Chain Co,2024-01-18
SKU-02930,Basic Widget,360,33.99,Acme Corp,2024-01-19
SKU-02931,Basic Gadget,377,5.29,TechSupply Inc,2024-01-20
SKU-02932,Basic Doohickey,394,6.59,Parts R Us,2024-01-21
SKU-02933,Basic Thingamajig,411,7.89,Global Widgets,2024-01-22
SKU-02934,Basic Whatsit,428,9.19,Supply Chain Co,2024-01-23
SKU-02935,Basic Gizmo,445,10.49,Acme Corp,2024-01-24
SKU-02936,Basic Component,462,11.79,TechSupply Inc,2024-01-25
SKU-02937,Basic Part,479,13.09,Parts R Us,2024-01-26
SKU-02938,Basic Module,496,14.39,Global Widgets,2024-01-27
SKU-02939,Basic Assembly,63,15.69,Supply Chain Co,2024-01-28
SKU-02940,Pro Widget,80,16.99,Acme Corp,2024-01-01
SKU-02941,Pro Gadget,97,18.29,TechSupply Inc,2024-01-02
SKU-02942,Pro Doohickey,114,19.59,Parts R Us,2024-01-03
SKU-02943,Pro Thingamajig,131,20.89,Global Widgets,2024-01-04
SKU-02944,Pro Whatsit,148,22.19,Supply Chain Co,2024-01-05
SKU-02945,Pro Gizmo,165,23.49,Acme Corp,2024-01-06
SKU-02946,Pro Component,182,24.79,TechSupply Inc,2024-01-07
SKU-02947,Pro Part,199,26.09,Parts R Us,2024-01-08
SKU-02948,Pro Module,216,27.39,Global Widgets,2024-01-09
SKU-02949,Pro Assembly,233,28.69,Supply Chain Co,2024-01-10
SKU-02950,Ultra Widget,250,29.99,Acme Corp,2024-01-11
SKU-02951,Ultra Gadget,267,31.29,TechSupply Inc,2024-01-12
SKU-02952,Ultra Doohickey,284,32.59,Parts R Us,2024-01-13
SKU-02953,Ultra Thingamajig,301,33.89,Global Widgets,2024-01-14
SKU-02954,Ultra Whatsit,318,5.19,Supply Chain Co,2024-01-15
SKU-02955,Ultra Gizmo,335,6.49,Acme Corp,2024-01-16
SKU-02956,Ultra Component,352,7.79,TechSupply Inc,2024-01-17
SKU-02957,Ultra Part,369,9.09,Parts R Us,2024-01-18
SKU-02958,Ultra Module,386,10.39,Global Widgets,2024-01-19
SKU-02959,Ultra Assembly,403,11.69,Supply Chain Co,2024-01-20
SKU-02960,Mini Widget,420,12.99,Acme Corp,2024-01-21
SKU-02961,Mini Gadget,437,14.29,TechSupply Inc,2024-01-22
SKU-02962,Mini Doohickey,454,15.59,Parts R Us,2024-01-23
SKU-02963,Mini Thingamajig,471,16.89,Global Widgets,2024-01-24
SKU-02964,Mini Whatsit,488,18.19,Supply Chain Co,2024-01-25
SKU-02965,Mini Gizmo,55,19.49,Acme Corp,2024-01-26
SKU-02966,Mini Component,72,20.79,TechSupply Inc,2024-01-27
SKU-02967,Mini Part,89,22.09,Parts R Us,2024-01-28
SKU-02968,Mini Module,106,23.39,Global Widgets,2024-01-01
SKU-02969,Mini Assembly,123,24.69,Supply Chain Co,2024-01-02
SKU-02970,Mega Widget,140,25.99,Acme Corp,2024-01-03
SKU-02971,Mega Gadget,157,27.29,TechSupply Inc,2024-01-04
SKU-02972,Mega Doohickey,174,28.59,Parts R Us,2024-01-05
SKU-02973,Mega Thingamajig,191,29.89,Global Widgets,2024-01-06
SKU-02974,Mega Whatsit,208,31.19,Supply Chain Co,2024-01-07
SKU-02975,Mega Gizmo,225,32.49,Acme Corp,2024-01-08
SKU-02976,Mega Component,242,33.79,TechSupply Inc,2024-01-09
SKU-02977,Mega Part,259,5.09,Parts R Us,2024-01-10
SKU-02978,Mega Module,276,6.39,Global Widgets,2024-01-11
SKU-02979,Mega Assembly,293,7.69,Supply Chain Co,2024-01-12
SKU-02980,Super Widget,310,8.99,Acme Corp,2024-01-13
SKU-02981,Super Gadget,327,10.29,TechSupply Inc,2024-01-14
SKU-02982,Super Doohickey,344,11.59,Parts R Us,2024-01-15
SKU-02983,Super Thingamajig,361,12.89,Global Widgets,2024-01-16
SKU-02984,Super Whatsit,378,14.19,Supply Chain Co,2024-01-17
SKU-02985,Super Gizmo,395,15.49,Acme Corp,2024-01-18
SKU-02986,Super Component,412,16.79,TechSupply Inc,2024-01-19
SKU-02987,Super Part,429,18.09,Parts R Us,2024-01-20
SKU-02988,Super Module,446,19.39,Global Widgets,2024-01-21
SKU-02989,Super Assembly,463,20.69,Supply Chain Co,2024-01-22
SKU-02990,Compact Widget,480,21.99,Acme Corp,2024-01-23
SKU-02991,Compact Gadget,497,23.29,TechSupply Inc,2024-01-24
SKU-02992,Compact Doohickey,64,24.59,Parts R Us,2024-01-25
SKU-02993,Compact Thingamajig,81,25.89,Global Widgets,2024-01-26
SKU-02994,Compact Whatsit,98,27.19,Supply Chain Co,2024-01-27
SKU-02995,Compact Gizmo,115,28.49,Acme Corp,2024-01-28
SKU-02996,Compact Component,132,29.79,TechSupply Inc,2024-01-01
SKU-02997,Compact Part,149,31.09,Parts R Us,2024-01-02
SKU-02998,Compact Module,166,32.39,Global Widgets,2024-01-03
SKU-02999,Compact Assembly,183,33.69,Supply Chain Co,2024-01-04
SKU-03000,Premium Widget,200,4.99,Acme Corp,2024-01-05
SKU-03001,Premium Gadget,217,6.29,TechSupply Inc,2024-01-06
SKU-03002,Premium Doohickey,234,7.59,Parts R Us,2024-01-07
SKU-03003,Premium Thingamajig,251,8.89,Global Widgets,2024-01-08
SKU-03004,Premium Whatsit,268,10.19,Supply Chain Co,2024-01-09
SKU-03005,Premium Gizmo,285,11.49,Acme Corp,2024-01-10
SKU-03006,Premium Component,302,12.79,TechSupply Inc,2024-01-11
SKU-03007,Premium Part,319,14.09,Parts R Us,2024-01-12
SKU-03008,Premium Module,336,15.39,Global Widgets,2024-01-13
SKU-03009,Premium Assembly,353,16.69,Supply Chain Co,2024-01-14
SKU-03010,Standard Widget,370,17.99,Acme Corp,2024-01-15
SKU-03011,Standard Gadget,387,19.29,TechSupply Inc,2024-01-16
SKU-03012,Standard Doohickey,404,20.59,Parts R Us,2024-01-17
SKU-03013,Standard Thingamajig,421,21.89,Global Widgets,2024-01-18
SKU-03014,Standard Whatsit,438,23.19,Supply Chain Co,2024-01-19
SKU-03015,Standard Gizmo,455,24.49,Acme Corp,2024-01-20
SKU-03016,Standard Component,472,25.79,TechSupply Inc,2024-01-21
SKU-03017,Standard Part,489,27.09,Parts R Us,2024-01-22
SKU-03018,Standard Module,56,28.39,Global Widgets,2024-01-23
SKU-03019,Standard Assembly,73,29.69,Supply Chain Co,2024-01-24
SKU-03020,Deluxe Widget,90,30.99,Acme Corp,2024-01-25
SKU-03021,Deluxe Gadget,107,32.29,TechSupply Inc,2024-01-26
SKU-03022,Deluxe Doohickey,124,33.59,Parts R Us,2024-01-27
SKU-03023,Deluxe Thingamajig,141,34.89,Global Widgets,2024-01-28
SKU-03024,Deluxe Whatsit,158,6.19,Supply Chain Co,2024-01-01
SKU-03025,Deluxe Gizmo,175,7.49,Acme Corp,2024-01-02
SKU-03026,Deluxe Component,192,8.79,TechSupply Inc,2024-01-03
SKU-03027,Deluxe Part,209,10.09,Parts R Us,2024-01-04
SKU-03028,Deluxe Module,226,11.39,Global Widgets,2024-01-05
SKU-03029,Deluxe Assembly,243,12.69,Supply Chain Co,2024-01-06
SKU-03030,Basic Widget,260,13.99,Acme Corp,2024-01-07
SKU-03031,Basic Gadget,277,15.29,TechSupply Inc,2024-01-08
SKU-03032,Basic Doohickey,294,16.59,Parts R Us,2024-01-09
SKU-03033,Basic Thingamajig,311,17.89,Global Widgets,2024-01-10
SKU-03034,Basic Whatsit,328,19.19,Supply Chain Co,2024-01-11
SKU-03035,Basic Gizmo,345,20.49,Acme Corp,2024-01-12
SKU-03036,Basic Component,362,21.79,TechSupply Inc,2024-01-13
SKU-03037,Basic Part,379,23.09,Parts R Us,2024-01-14
SKU-03038,Basic Module,396,24.39,Global Widgets,2024-01-15
SKU-03039,Basic Assembly,413,25.69,Supply Chain Co,2024-01-16
SKU-03040,Pro Widget,430,26.99,Acme Corp,2024-01-17
SKU-03041,Pro Gadget,447,28.29,TechSupply Inc,2024-01-18
SKU-03042,Pro Doohickey,464,29.59,Parts R Us,2024-01-19
SKU-03043,Pro Thingamajig,481,30.89,Global Widgets,2024-01-20
SKU-03044,Pro Whatsit,498,32.19,Supply Chain Co,2024-01-21
SKU-03045,Pro Gizmo,65,33.49,Acme Corp,2024-01-22
SKU-03046,Pro Component,82,34.79,TechSupply Inc,2024-01-23
SKU-03047,Pro Part,99,6.09,Parts R Us,2024-01-24
SKU-03048,Pro Module,116,7.39,Global Widgets,2024-01-25
SKU-03049,Pro Assembly,133,8.69,Supply Chain Co,2024-01-26
SKU-03050,Ultra Widget,150,9.99,Acme Corp,2024-01-27
SKU-03051,Ultra Gadget,167,11.29,TechSupply Inc,2024-01-28
SKU-03052,Ultra Doohickey,184,12.59,Parts R Us,2024-01-01
SKU-03053,Ultra Thingamajig,201,13.89,Global Widgets,2024-01-02
SKU-03054,Ultra Whatsit,218,15.19,Supply Chain Co,2024-01-03
SKU-03055,Ultra Gizmo,235,16.49,Acme Corp,2024-01-04
SKU-03056,Ultra Component,252,17.79,TechSupply Inc,2024-01-05
SKU-03057,Ultra Part,269,19.09,Parts R Us,2024-01-06
SKU-03058,Ultra Module,286,20.39,Global Widgets,2024-01-07
SKU-03059,Ultra Assembly,303,21.69,Supply Chain Co,2024-01-08
SKU-03060,Mini Widget,320,22.99,Acme Corp,2024-01-09
SKU-03061,Mini Gadget,337,24.29,TechSupply Inc,2024-01-10
SKU-03062,Mini Doohickey,354,25.59,Parts R Us,2024-01-11
SKU-03063,Mini Thingamajig,371,26.89,Global Widgets,2024-01-12
SKU-03064,Mini Whatsit,388,28.19,Supply Chain Co,2024-01-13
SKU-03065,Mini Gizmo,405,29.49,Acme Corp,2024-01-14
SKU-03066,Mini Component,422,30.79,TechSupply Inc,2024-01-15
SKU-03067,Mini Part,439,32.09,Parts R Us,2024-01-16
SKU-03068,Mini Module,456,33.39,Global Widgets,2024-01-17
SKU-03069,Mini Assembly,473,34.69,Supply Chain Co,2024-01-18
SKU-03070,Mega Widget,490,5.99,Acme Corp,2024-01-19
SKU-03071,Mega Gadget,57,7.29,TechSupply Inc,2024-01-20
SKU-03072,Mega Doohickey,74,8.59,Parts R Us,2024-01-21
SKU-03073,Mega Thingamajig,91,9.89,Global Widgets,2024-01-22
SKU-03074,Mega Whatsit,108,11.19,Supply Chain Co,2024-01-23
SKU-03075,Mega Gizmo,125,12.49,Acme Corp,2024-01-24
SKU-03076,Mega Component,142,13.79,TechSupply Inc,2024-01-25
SKU-03077,Mega Part,159,15.09,Parts R Us,2024-01-26
SKU-03078,Mega Module,176,16.39,Global Widgets,2024-01-27
SKU-03079,Mega Assembly,193,17.69,Supply Chain Co,2024-01-28
SKU-03080,Super Widget,210,18.99,Acme Corp,2024-01-01
SKU-03081,Super Gadget,227,20.29,TechSupply Inc,2024-01-02
SKU-03082,Super Doohickey,244,21.59,Parts R Us,2024-01-03
SKU-03083,Super Thingamajig,261,22.89,Global Widgets,2024-01-04
SKU-03084,Super Whatsit,278,24.19,Supply Chain Co,2024-01-05
SKU-03085,Super Gizmo,295,25.49,Acme Corp,2024-01-06
SKU-03086,Super Component,312,26.79,TechSupply Inc,2024-01-07
SKU-03087,Super Part,329,28.09,Parts R Us,2024-01-08
SKU-03088,Super Module,346,29.39,Global Widgets,2024-01-09
SKU-03089,Super Assembly,363,30.69,Supply Chain Co,2024-01-10
SKU-03090,Compact Widget,380,31.99,Acme Corp,2024-01-11
SKU-03091,Compact Gadget,397,33.29,TechSupply Inc,2024-01-12
SKU-03092,Compact Doohickey,414,34.59,Parts R Us,2024-01-13
SKU-03093,Compact Thingamajig,431,5.89,Global Widgets,2024-01-14
SKU-03094,Compact Whatsit,448,7.19,Supply Chain Co,2024-01-15
SKU-03095,Compact Gizmo,465,8.49,Acme Corp,2024-01-16
SKU-03096,Compact Component,482,9.79,TechSupply Inc,2024-01-17
SKU-03097,Compact Part,499,11.09,Parts R Us,2024-01-18
SKU-03098,Compact Module,66,12.39,Global Widgets,2024-01-19
SKU-03099,Compact Assembly,83,13.69,Supply Chain Co,2024-01-20
SKU-03100,Premium Widget,100,14.99,Acme Corp,2024-01-21
SKU-03101,Premium Gadget,117,16.29,TechSupply Inc,2024-01-22
SKU-03102,Premium Doohickey,134,17.59,Parts R Us,2024-01-23
SKU-03103,Premium Thingamajig,151,18.89,Global Widgets,2024-01-24
SKU-03104,Premium Whatsit,168,20.19,Supply Chain Co,2024-01-25
SKU-03105,Premium Gizmo,185,21.49,Acme Corp,2024-01-26
SKU-03106,Premium Component,202,22.79,TechSupply Inc,2024-01-27
SKU-03107,Premium Part,219,24.09,Parts R Us,2024-01-28
SKU-03108,Premium Module,236,25.39,Global Widgets,2024-01-01
SKU-03109,Premium Assembly,253,26.69,Supply Chain Co,2024-01-02
SKU-03110,Standard Widget,270,27.99,Acme Corp,2024-01-03
SKU-03111,Standard Gadget,287,29.29,TechSupply Inc,2024-01-04
SKU-03112,Standard Doohickey,304,30.59,Parts R Us,2024-01-05
SKU-03113,Standard Thingamajig,321,31.89,Global Widgets,2024-01-06
SKU-03114,Standard Whatsit,338,33.19,Supply Chain Co,2024-01-07
SKU-03115,Standard Gizmo,355,34.49,Acme Corp,2024-01-08
SKU-03116,Standard Component,372,5.79,TechSupply Inc,2024-01-09
SKU-03117,Standard Part,389,7.09,Parts R Us,2024-01-10
SKU-03118,Standard Module,406,8.39,Global Widgets,2024-01-11
SKU-03119,Standard Assembly,423,9.69,Supply Chain Co,2024-01-12
SKU-03120,Deluxe Widget,440,10.99,Acme Corp,2024-01-13
SKU-03121,Deluxe Gadget,457,12.29,TechSupply Inc,2024-01-14
SKU-03122,Deluxe Doohickey,474,13.59,Parts R Us,2024-01-15
SKU-03123,Deluxe Thingamajig,491,14.89,Global Widgets,2024-01-16
SKU-03124,Deluxe Whatsit,58,16.19,Supply Chain Co,2024-01-17
SKU-03125,Deluxe Gizmo,75,17.49,Acme Corp,2024-01-18
SKU-03126,Deluxe Component,92,18.79,TechSupply Inc,2024-01-19
SKU-03127,Deluxe Part,109,20.09,Parts R Us,2024-01-20
SKU-03128,Deluxe Module,126,21.39,Global Widgets,2024-01-21
SKU-03129,Deluxe Assembly,143,22.69,Supply Chain Co,2024-01-22
SKU-03130,Basic Widget,160,23.99,Acme Corp,2024-01-23
SKU-03131,Basic Gadget,177,25.29,TechSupply Inc,2024-01-24
SKU-03132,Basic Doohickey,194,26.59,Parts R Us,2024-01-25
SKU-03133,Basic Thingamajig,211,27.89,Global Widgets,2024-01-26
SKU-03134,Basic Whatsit,228,29.19,Supply Chain Co,2024-01-27
SKU-03135,Basic Gizmo,245,30.49,Acme Corp,2024-01-28
SKU-03136,Basic Component,262,31.79,TechSupply Inc,2024-01-01
SKU-03137,Basic Part,279,33.09,Parts R Us,2024-01-02
SKU-03138,Basic Module,296,34.39,Global Widgets,2024-01-03
SKU-03139,Basic Assembly,313,5.69,Supply Chain Co,2024-01-04
SKU-03140,Pro Widget,330,6.99,Acme Corp,2024-01-05
SKU-03141,Pro Gadget,347,8.29,TechSupply Inc,2024-01-06
SKU-03142,Pro Doohickey,364,9.59,Parts R Us,2024-01-07
SKU-03143,Pro Thingamajig,381,10.89,Global Widgets,2024-01-08
SKU-03144,Pro Whatsit,398,12.19,Supply Chain Co,2024-01-09
SKU-03145,Pro Gizmo,415,13.49,Acme Corp,2024-01-10
SKU-03146,Pro Component,432,14.79,TechSupply Inc,2024-01-11
SKU-03147,Pro Part,449,16.09,Parts R Us,2024-01-12
SKU-03148,Pro Module,466,17.39,Global Widgets,2024-01-13
SKU-03149,Pro Assembly,483,18.69,Supply Chain Co,2024-01-14
SKU-03150,Ultra Widget,50,19.99,Acme Corp,2024-01-15
SKU-03151,Ultra Gadget,67,21.29,TechSupply Inc,2024-01-16
SKU-03152,Ultra Doohickey,84,22.59,Parts R Us,2024-01-17
SKU-03153,Ultra Thingamajig,101,23.89,Global Widgets,2024-01-18
SKU-03154,Ultra Whatsit,118,25.19,Supply Chain Co,2024-01-19
SKU-03155,Ultra Gizmo,135,26.49,Acme Corp,2024-01-20
SKU-03156,Ultra Component,152,27.79,TechSupply Inc,2024-01-21
SKU-03157,Ultra Part,169,29.09,Parts R Us,2024-01-22
SKU-03158,Ultra Module,186,30.39,Global Widgets,2024-01-23
SKU-03159,Ultra Assembly,203,31.69,Supply Chain Co,2024-01-24
SKU-03160,Mini Widget,220,32.99,Acme Corp,2024-01-25
SKU-03161,Mini Gadget,237,34.29,TechSupply Inc,2024-01-26
SKU-03162,Mini Doohickey,254,5.59,Parts R Us,2024-01-27
SKU-03163,Mini Thingamajig,271,6.89,Global Widgets,2024-01-28
SKU-03164,Mini Whatsit,288,8.19,Supply Chain Co,2024-01-01
SKU-03165,Mini Gizmo,305,9.49,Acme Corp,2024-01-02
SKU-03166,Mini Component,322,10.79,TechSupply Inc,2024-01-03
SKU-03167,Mini Part,339,12.09,Parts R Us,2024-01-04
SKU-03168,Mini Module,356,13.39,Global Widgets,2024-01-05
SKU-03169,Mini Assembly,373,14.69,Supply Chain Co,2024-01-06
SKU-03170,Mega Widget,390,15.99,Acme Corp,2024-01-07
SKU-03171,Mega Gadget,407,17.29,TechSupply Inc,2024-01-08
SKU-03172,Mega Doohickey,424,18.59,Parts R Us,2024-01-09
SKU-03173,Mega Thingamajig,441,19.89,Global Widgets,2024-01-10
SKU-03174,Mega Whatsit,458,21.19,Supply Chain Co,2024-01-11
SKU-03175,Mega Gizmo,475,22.49,Acme Corp,2024-01-12
SKU-03176,Mega Component,492,23.79,TechSupply Inc,2024-01-13
SKU-03177,Mega Part,59,25.09,Parts R Us,2024-01-14
SKU-03178,Mega Module,76,26.39,Global Widgets,2024-01-15
SKU-03179,Mega Assembly,93,27.69,Supply Chain Co,2024-01-16
SKU-03180,Super Widget,110,28.99,Acme Corp,2024-01-17
SKU-03181,Super Gadget,127,30.29,TechSupply Inc,2024-01-18
SKU-03182,Super Doohickey,144,31.59,Parts R Us,2024-01-19
SKU-03183,Super Thingamajig,161,32.89,Global Widgets,2024-01-20
SKU-03184,Super Whatsit,178,34.19,Supply Chain Co,2024-01-21
SKU-03185,Super Gizmo,195,5.49,Acme Corp,2024-01-22
SKU-03186,Super Component,212,6.79,TechSupply Inc,2024-01-23
SKU-03187,Super Part,229,8.09,Parts R Us,2024-01-24
SKU-03188,Super Module,246,9.39,Global Widgets,2024-01-25
SKU-03189,Super Assembly,263,10.69,Supply Chain Co,2024-01-26
SKU-03190,Compact Widget,280,11.99,Acme Corp,2024-01-27
SKU-03191,Compact Gadget,297,13.29,TechSupply Inc,2024-01-28
SKU-03192,Compact Doohickey,314,14.59,Parts R Us,2024-01-01
SKU-03193,Compact Thingamajig,331,15.89,Global Widgets,2024-01-02
SKU-03194,Compact Whatsit,348,17.19,Supply Chain Co,2024-01-03
SKU-03195,Compact Gizmo,365,18.49,Acme Corp,2024-01-04
SKU-03196,Compact Component,382,19.79,TechSupply Inc,2024-01-05
SKU-03197,Compact Part,399,21.09,Parts R Us,2024-01-06
SKU-03198,Compact Module,416,22.39,Global Widgets,2024-01-07
SKU-03199,Compact Assembly,433,23.69,Supply Chain Co,2024-01-08
SKU-03200,Premium Widget,450,24.99,Acme Corp,2024-01-09
SKU-03201,Premium Gadget,467,26.29,TechSupply Inc,2024-01-10
SKU-03202,Premium Doohickey,484,27.59,Parts R Us,2024-01-11
SKU-03203,Premium Thingamajig,51,28.89,Global Widgets,2024-01-12
SKU-03204,Premium Whatsit,68,30.19,Supply Chain Co,2024-01-13
SKU-03205,Premium Gizmo,85,31.49,Acme Corp,2024-01-14
SKU-03206,Premium Component,102,32.79,TechSupply Inc,2024-01-15
SKU-03207,Premium Part,119,34.09,Parts R Us,2024-01-16
SKU-03208,Premium Module,136,5.39,Global Widgets,2024-01-17
SKU-03209,Premium Assembly,153,6.69,Supply Chain Co,2024-01-18
SKU-03210,Standard Widget,170,7.99,Acme Corp,2024-01-19
SKU-03211,Standard Gadget,187,9.29,TechSupply Inc,2024-01-20
SKU-03212,Standard Doohickey,204,10.59,Parts R Us,2024-01-21
SKU-03213,Standard Thingamajig,221,11.89,Global Widgets,2024-01-22
SKU-03214,Standard Whatsit,238,13.19,Supply Chain Co,2024-01-23
SKU-03215,Standard Gizmo,255,14.49,Acme Corp,2024-01-24
SKU-03216,Standard Component,272,15.79,TechSupply Inc,2024-01-25
SKU-03217,Standard Part,289,17.09,Parts R Us,2024-01-26
SKU-03218,Standard Module,306,18.39,Global Widgets,2024-01-27
SKU-03219,Standard Assembly,323,19.69,Supply Chain Co,2024-01-28
SKU-03220,Deluxe Widget,340,20.99,Acme Corp,2024-01-01
SKU-03221,Deluxe Gadget,357,22.29,TechSupply Inc,2024-01-02
SKU-03222,Deluxe Doohickey,374,23.59,Parts R Us,2024-01-03
SKU-03223,Deluxe Thingamajig,391,24.89,Global Widgets,2024-01-04
SKU-03224,Deluxe Whatsit,408,26.19,Supply Chain Co,2024-01-05
SKU-03225,Deluxe Gizmo,425,27.49,Acme Corp,2024-01-06
SKU-03226,Deluxe Component,442,28.79,TechSupply Inc,2024-01-07
SKU-03227,Deluxe Part,459,30.09,Parts R Us,2024-01-08
SKU-03228,Deluxe Module,476,31.39,Global Widgets,2024-01-09
SKU-03229,Deluxe Assembly,493,32.69,Supply Chain Co,2024-01-10
